n_bbox_width,n_bbox_height,AnchorBox#,width_mul,height_mul
0.2214765100671141,0.13617021276595745,4,0.049017389472955274,0.05364556408363721
0.38671875,0.5789473684210527,1,0.1529679744902592,0.325190708554159
0.4466257668711656,0.2450657894736842,3,0.21668129281255818,0.06731389552408516
0.35697399527186763,0.24361158432708688,3,0.17318657483164132,0.06691445905635594
0.27373612823674476,0.30697674418604654,4,0.06058353730846372,0.12093643879901354
0.08088235294117647,0.32429906542056075,4,0.01790095841046651,0.1277607337383235
0.23711340206185566,0.4451219512195122,4,0.05247816111334511,0.17536007085647795
0.575107296137339,0.19710669077757687,2,0.13246847179101406,0.03503853607934924
0.3865414710485133,0.16639741518578352,2,0.08903479106865496,0.02957952270669848
0.3711340206185567,0.32669322709163345,1,0.14680337945456928,0.18350131254160798
0.5217391304347826,0.49429657794676807,3,0.25312267602804817,0.1357718197928826
0.8668555240793201,0.07032181168057211,2,0.1996688745033132,0.01250070875836161
0.07196969696969698,0.4095238095238095,4,0.01592840100986414,0.1613358407932006
0.3324175824175824,0.20122699386503068,2,0.07656805857807239,0.035770978939701034
0.37589376915219613,0.6781376518218624,1,0.1486861148850955,0.38090520057917227
0.3966597077244259,0.11764705882352941,1,0.15690015561051449,0.06608153435859915
0.27398444252376836,0.3409893992932862,4,0.06063849445996952,0.13433605118227504
0.11901081916537867,0.22310756972111553,2,0.027412591436971823,0.03966056454202592
0.32669789227166274,0.39979013641133265,4,0.07230508472713872,0.15750116671787964
0.38264738598442716,0.45125348189415043,1,0.15135753199975494,0.2534659409799193
0.3308519437551696,0.38689866939611056,4,0.07322446330772074,0.15242244938425964
0.2975970425138632,0.347906976744186,4,0.06586445729382871,0.13706129730554867
0.603125,0.34993924665856624,3,0.29260717679388176,0.09612020486393215
0.2554945054945055,0.1276127612761276,2,0.05884983014678292,0.022684995230347844
0.6672354948805461,0.31133113311331134,3,0.32371049850970385,0.08551545041350986
0.12480252764612954,0.07027818448023426,2,0.028746636017273768,0.012492953398931403
0.315004659832246,0.18421052631578946,2,0.07255721875776885,0.03274605822384377
0.18514851485148515,0.44221105527638194,4,0.04097724341088967,0.17421329542236455
0.3158620689655172,0.36254107338444685,4,0.06990689012358231,0.14282654032878286
0.21691176470588236,0.12205270457697642,2,0.04996279855440821,0.021696615553900053
0.47116564417177914,0.09370199692780339,3,0.22858685835170975,0.025737767989332576
0.23395853899308983,0.2745314222712238,3,0.11350540531662476,0.07540742229477146
0.20874751491053678,0.3798358733880422,4,0.046200196295221714,0.1496399930146592
0.4684931506849315,0.3020304568527919,3,0.2272902933375145,0.08296077009093807
0.7450980392156863,0.2589792060491493,3,0.36148565171325836,0.07113558875901342
0.6624472573839663,0.25718608169440244,3,0.32138747648990224,0.07064305903572422
0.40821566110397944,0.12480499219968799,1,0.16147115399570833,0.07010209573143124
0.24010554089709762,0.11366711772665765,2,0.055305182676030226,0.02020595744258831
0.3993933265925177,0.1757754800590842,2,0.09199504852848482,0.031246607994982387
0.1859582542694497,0.1875,2,0.04283306076178899,0.033330809263555264
0.42455242966751916,0.3694390715667311,4,0.09396234296086768,0.14554407301100436
0.5314207650273224,0.42016806722689076,3,0.2578197384361278,0.11541043505341994
0.3932135728542914,0.6066666666666667,1,0.15553702472817502,0.3407604455091763
0.09844559585492228,0.16572077185017026,2,0.022675660220354932,0.029459239666918314
0.4950911640953717,0.5095652173913043,3,0.2401943673061855,0.13996576135678584
0.47832817337461303,0.2859744990892532,3,0.2320617722563646,0.07855057042269745
0.5505780346820809,0.09494451294697903,3,0.26711392221023433,0.02607905835744727
0.7671957671957672,0.2348804500703235,3,0.3722064041241361,0.06451621872901869
0.19518072289156627,0.1638755980861244,2,0.04495733623650078,0.029131233614718158
0.4118773946360153,0.6327212020033389,1,0.16291956569418062,0.35539509672158126
0.07711757269279393,0.262987012987013,3,0.03741372887350944,0.07223644048570875
