n_bbox_width,n_bbox_height
0.28545288197621227,0.5303030303030303
0.18906605922551253,0.2544757033248082
0.3212996389891697,0.2589147286821705
0.524671052631579,0.3075291622481442
0.17036172695449242,0.2478920741989882
0.0912751677852349,0.514480408858603
0.13333333333333333,0.5511627906976744
0.32145886344359625,0.6257309941520468
0.47268408551068886,0.3887147335423197
0.4218928164196123,0.24262734584450402
0.13822894168466524,0.3092485549132948
0.33008526187576126,0.41204250295159384
0.294478527607362,0.5364341085271318
0.09152542372881356,0.47572815533980584
0.5173453996983409,0.5822021116138764
0.3740573152337858,0.34165834165834164
0.3889655172413793,0.232409381663113
0.45544554455445546,0.17423312883435582
0.22920696324951645,0.3722543352601156
0.1821917808219178,0.18214285714285713
0.2306368330464716,0.43131868131868134
0.4195804195804196,0.48230668414154654
0.5038961038961038,0.36437908496732024
0.09491525423728814,0.4817391304347826
0.4278481012658228,0.1347305389221557
0.2877030162412993,0.36314363143631434
0.39245283018867927,0.5136363636363637
0.7532751091703057,0.30289330922242313
0.11363636363636363,0.303954802259887
0.27623318385650225,0.4700854700854701
0.2146341463414634,0.3266832917705736
0.31650893796004204,0.3799237611181703
0.34490238611713664,0.2733423545331529
0.23172103487064116,0.415625
0.48424068767908307,0.24509803921568626
0.3341317365269461,0.46637744034707157
0.4380610412926391,0.3915441176470588
0.3466666666666667,0.09025787965616046
0.17696629213483145,0.4323607427055703
0.322663252240717,0.1530373831775701
0.28779840848806365,0.07934336525307797
0.23337515683814303,0.5232198142414861
0.2584650112866817,0.11271676300578035
0.37808807733619765,0.3010204081632653
0.41237113402061853,0.3333333333333333
0.1476655808903366,0.2800429184549356
0.3105590062111801,0.35818181818181816
0.3060240963855422,0.3976063829787234
0.25655644241733183,0.5340909090909091
0.48324022346368717,0.6428571428571429
0.38496932515337423,0.08695652173913043
0.44874274661508706,0.2668918918918919
0.5227272727272727,0.23714285714285716
0.2992565055762082,0.26199261992619927
0.3269876819708847,0.3544891640866873
0.3884514435695538,0.2861635220125786
0.30214424951267055,0.2220447284345048
0.37297811607992387,0.29775880469583776
0.3442622950819672,0.214992927864215
0.5224913494809689,0.2894736842105263
0.16627634660421545,0.18253968253968253
0.8072033898305084,0.25949367088607594
0.4197674418604651,0.4522058823529412
0.14535666218034993,0.30920245398773005
0.46565934065934067,0.17790055248618786
0.5,0.2756183745583039
0.2876376988984088,0.6383333333333333
0.660759493670886,0.09799554565701558
0.2936610608020699,0.24470134874759153
0.1721556886227545,0.5508474576271186
0.31712962962962965,0.38795518207282914
0.2742230347349177,0.21323529411764705
0.36827195467422097,0.33175355450236965
0.4765625,0.09475806451612903
0.343205574912892,0.15326251896813353
0.6301587301587301,0.06866002214839424
0.22664359861591696,0.4977307110438729
0.4149577804583836,0.22076215505913271
0.45927903871829107,0.4146341463414634
0.39917269906928643,0.19298245614035087
0.21627906976744185,0.23929747530186607
0.445409429280397,0.2582897033158813
0.16700201207243462,0.6030368763557483
0.5362563237774031,0.17767106842737096
0.34360410830999066,0.2806818181818182
0.1967380224260958,0.20717131474103587
0.43246753246753245,0.4482758620689655
0.15838509316770186,0.5831932773109244
0.2628434886499403,0.18136439267886856
0.6853146853146853,0.2777777777777778
0.2646638054363376,0.35
0.23454545454545456,0.5672937771345875
0.43859649122807015,0.39271255060728744
0.17041420118343195,0.6666666666666666
0.2282453637660485,0.2553191489361702
0.4397076735688185,0.1357234314980794
0.39148936170212767,0.06619718309859154
0.20035938903863432,0.3391038696537678
0.2609727164887307,0.3320754716981132
0.14736842105263157,0.27848101265822783
0.0846286701208981,0.3972602739726027
0.09245742092457421,0.33026678932842685
0.5774240231548481,0.19465081723625557
0.44642857142857145,0.3082191780821918
0.2622673434856176,0.3051643192488263
0.27641408751334046,0.42117117117117114
0.3629112662013958,0.3245997088791849
0.24029126213592233,0.19705882352941176
0.386892177589852,0.22251308900523561
0.33047210300429186,0.38337801608579086
0.44113667117726657,0.29580348004094165
0.19726858877086495,0.384
0.4358974358974359,0.44260204081632654
0.3676092544987147,0.2558983666061706
0.1971326164874552,0.45269286754002913
0.3298791018998273,0.3612167300380228
0.38471177944862156,0.5670731707317073
0.4307931570762053,0.62478184991274
0.477112676056338,0.32682926829268294
0.16960651289009498,0.3710843373493976
0.4828711256117455,0.23604060913705585
0.3624868282402529,0.15582450832072617
0.31950207468879666,0.4264232008592911
0.326417704011065,0.13978494623655913
0.14375,0.1729957805907173
0.38827098078867545,0.2860576923076923
0.35809987819732036,0.572744014732965
0.2883116883116883,0.32432432432432434
0.16556291390728478,0.1617440225035162
0.3724340175953079,0.5652173913043478
0.4419889502762431,0.2379110251450677
0.3352192362093352,0.17227456258411844
0.33666191155492153,0.4126984126984127
0.16233766233766234,0.30864197530864196
0.17142857142857143,0.4329411764705882
0.16473317865429235,0.39879759519038077
0.1413793103448276,0.7820224719101123
0.3965702036441586,0.4755877034358047
0.29698857736240913,0.26897689768976896
0.3290267011197244,0.5260586319218241
0.26692456479690524,0.09772423025435073
0.4735576923076923,0.07475083056478406
0.4674457429048414,0.2982905982905983
0.4736147757255937,0.48909657320872274
0.6432038834951457,0.3723404255319149
0.4155299055613851,0.310760667903525
0.34834123222748814,0.37516869095816463
0.313543599257885,0.09417808219178082
0.48411497730711045,0.41133896260554886
0.16709183673469388,0.09054054054054055
0.09855072463768116,0.21951219512195122
0.4388235294117647,0.2851027397260274
0.45977011494252873,0.22163588390501318
0.20794701986754968,0.3062645011600928
0.26783479349186484,0.41997593261131166
0.24542682926829268,0.35337552742616035
0.32666666666666666,0.3649167733674776
0.22259136212624583,0.16783216783216784
0.13454545454545455,0.41784037558685444
0.14690265486725665,0.16689098250336473
0.284796573875803,0.23094425483503983
0.32671081677704195,0.6483050847457628
0.2729044834307992,0.23774509803921567
0.44141252006420545,0.10067873303167421
0.4035928143712575,0.7857142857142857
0.6178010471204188,0.4396728016359918
0.2940503432494279,0.2864583333333333
0.3787375415282392,0.18208092485549132
0.5666666666666667,0.44203821656050957
0.20410958904109588,0.20141843971631207
0.3069852941176471,0.19958634953464321
0.26666666666666666,0.3669501822600243
0.08061420345489444,0.1487279843444227
0.1393103448275862,0.22070844686648503
0.44808743169398907,0.28726708074534163
0.36012861736334406,0.25722145804676755
0.2954971857410882,0.23850574712643677
0.2328767123287671,0.13898916967509026
0.3284241531664212,0.38540478905359177
0.23497267759562843,0.2837150127226463
0.5347222222222222,0.65527950310559
0.46845425867507884,0.1664190193164933
0.23633440514469453,0.3303030303030303
0.48559077809798273,0.8187919463087249
0.5416666666666666,0.4877675840978593
0.6510067114093959,0.3889502762430939
0.2976054732041049,0.5856
0.42420937840785167,0.2943661971830986
0.4573170731707317,0.265625
0.39117352056168503,0.37875
0.31626506024096385,0.30777777777777776
0.12643678160919541,0.19250253292806485
0.08112874779541446,0.27901234567901234
0.06793802145411204,0.09724770642201835
0.24114441416893734,0.3819691577698695
0.10070257611241218,0.4074074074074074
0.28524046434494194,0.288135593220339
0.3160919540229885,0.44933078393881454
0.517829457364341,0.1941031941031941
0.2637474541751528,0.7392857142857143
0.3037578288100209,0.2348916761687571
0.2891891891891892,0.10049423393739704
0.3715083798882682,0.32466181061394384
0.2,0.45764854614412137
0.3109048723897912,0.3224181360201511
0.47474747474747475,0.5077881619937694
0.27741935483870966,0.4869281045751634
0.7322033898305085,0.34513274336283184
0.4038876889848812,0.3301088270858525
0.2973352033660589,0.18594594594594593
0.41621621621621624,0.3588516746411483
0.5312977099236641,0.17803660565723795
0.2644320297951583,0.1825657894736842
0.2867012089810017,0.1578313253012048
0.676605504587156,0.28511087645195354
0.2893815635939323,0.46337579617834396
0.29375,0.625748502994012
0.3274531422271224,0.21722846441947566
0.060109289617486336,0.415
0.36024844720496896,0.47073170731707314
0.44727891156462585,0.30597014925373134
0.4823695345557123,0.21019900497512436
0.3888888888888889,0.22969432314410482
0.46526867627785057,0.5539033457249071
0.5102339181286549,0.05541871921182266
0.13586291309669524,0.27238805970149255
0.3577639751552795,0.25617283950617287
0.2588699080157687,0.06744868035190615
0.062326869806094184,0.18087855297157623
0.3665987780040733,0.4049079754601227
0.21045392022008252,0.1622002820874471
0.549777117384844,0.15683814303638646
0.23217247097844113,0.16784452296819788
0.34545454545454546,0.374
0.5298804780876494,0.2869458128078818
0.35503685503685506,0.673992673992674
0.4604904632152589,0.3143507972665148
0.5780525502318392,0.2589605734767025
0.4144736842105263,0.35522066738428415
0.38333333333333336,0.16591422121896163
0.19039451114922812,0.12465753424657534
0.6357267950963222,0.35263835263835264
0.20394736842105263,0.15942028985507245
0.2994652406417112,0.3216216216216216
0.30808080808080807,0.2869269949066214
0.4409030544488712,0.1750841750841751
0.401673640167364,0.2699724517906336
0.3883357041251778,0.1673469387755102
0.4341517857142857,0.3388116308470291
0.24249422632794457,0.3473170731707317
0.5780730897009967,0.7469879518072289
0.15046604527296936,0.18244406196213425
0.25410872313527183,0.3231441048034934
0.2503401360544218,0.24052478134110788
0.4796044499381953,0.30185497470489037
0.5205047318611987,0.484375
0.18438914027149322,0.2508896797153025
0.15458015267175573,0.2446043165467626
0.36428571428571427,0.48480662983425415
0.16,0.34056761268781305
0.34146341463414637,0.258732212160414
0.19411223551057957,0.7769230769230769
0.21709633649932158,0.10057471264367816
0.12790697674418605,0.21933085501858737
0.19093851132686085,0.3277591973244147
0.35951327433628316,0.3973684210526316
0.4540636042402827,0.3434343434343434
0.494750656167979,0.261455525606469
0.37589376915219613,0.6781376518218624
0.649402390438247,0.2703296703296703
0.17827298050139276,0.4619718309859155
0.3552188552188552,0.3971631205673759
0.5465313028764806,0.46653543307086615
0.3161189358372457,0.20283533260632497
0.36044880785413747,0.7417582417582418
0.1708542713567839,0.6301369863013698
0.19126506024096385,0.5230998509687034
0.4141949152542373,0.15463917525773196
0.2865853658536585,0.11452513966480447
0.2796934865900383,0.34121621621621623
0.1864951768488746,0.16785714285714284
0.3032258064516129,0.17797695262483995
0.24691358024691357,0.19680851063829788
0.3150684931506849,0.1751412429378531
0.3225388601036269,0.3573717948717949
0.09636363636363636,0.5076071922544951
0.39714285714285713,0.23064250411861614
0.17054263565891473,0.16872427983539096
0.4116331096196868,0.2124756335282651
0.27970297029702973,0.46924428822495606
0.1953232462173315,0.4027196652719665
0.23770491803278687,0.35916134913400183
0.4,0.2743682310469314
0.4092664092664093,0.36852791878172586
0.23900293255131966,0.4209809264305177
0.2870182555780933,0.3219814241486068
0.1400862068965517,0.3769968051118211
0.25343811394891946,0.5714285714285714
0.1577437858508604,0.3891891891891892
0.23096774193548386,0.24178712220762155
0.579295154185022,0.32926829268292684
0.1836461126005362,0.312621359223301
0.36705882352941177,0.3983286908077994
0.38001958863858964,0.3181019332161687
0.30068337129840544,0.23590225563909775
0.2631578947368421,0.30755064456721914
0.4852941176470588,0.4074074074074074
0.7142857142857143,0.2668621700879765
0.3856920684292379,0.15259259259259259
0.16073478760045926,0.3972286374133949
0.5402476780185759,0.11152416356877323
0.4252450980392157,0.14563106796116504
0.3125778331257783,0.30721830985915494
0.4473684210526316,0.1804245283018868
0.30577777777777776,0.22863247863247863
0.22433035714285715,0.17156286721504113
0.28604651162790695,0.66
0.2085987261146497,0.21122112211221122
0.34065934065934067,0.15757575757575756
0.3242258652094718,0.41414141414141414
0.2887511071744907,0.11191335740072202
0.20610687022900764,0.48677248677248675
0.33025099075297226,0.3581395348837209
0.4165745856353591,0.46774193548387094
0.13385826771653545,0.16599732262382866
0.3069053708439898,0.4558303886925795
0.3736951983298539,0.25161290322580643
0.4121122599704579,0.2607204116638079
0.6814345991561181,0.24556616643929058
0.16903633491311215,0.4254215304798962
0.2193126022913257,0.358695652173913
0.3106876553438277,0.3576923076923077
0.1872037914691943,0.2916666666666667
0.3094405594405594,0.2824601366742597
0.6556521739130434,0.19941775836972345
0.4185022026431718,0.3229665071770335
0.10185185185185185,0.47392638036809814
0.19929245283018868,0.3275862068965517
0.13968253968253969,0.5726643598615917
0.5969125214408233,0.43851851851851853
0.1486111111111111,0.45884413309982486
0.31719532554257096,0.4163860830527497
0.33774834437086093,0.06521739130434782
0.1791277258566978,0.2916201117318436
0.4090247452692867,0.29436325678496866
0.4711111111111111,0.31016042780748665
0.18860510805500982,0.11596009975062344
0.08852459016393442,0.144
0.28874172185430463,0.285336856010568
0.17142857142857143,0.3994878361075544
0.28010139416983526,0.44570502431118314
0.5186440677966102,0.42819148936170215
0.13636363636363635,0.2144082332761578
0.35294117647058826,0.4413793103448276
0.4213362068965517,0.13279678068410464
0.3770491803278688,0.45269016697588127
0.2887700534759358,0.17338709677419356
0.2524271844660194,0.14527845036319612
0.27309236947791166,0.13174404015056462
0.18903318903318903,0.1976911976911977
0.2690863579474343,0.3251336898395722
0.3185483870967742,0.305993690851735
0.3333333333333333,0.24293059125964012
0.30434782608695654,0.32063773250664307
0.16223776223776223,0.8096590909090909
0.3704819277108434,0.3685897435897436
0.20919324577861162,0.2636363636363636
0.42081447963800905,0.3109826589595376
0.36809815950920244,0.08499095840867993
0.4090909090909091,0.5093525179856115
0.40285714285714286,0.14917825537294563
0.240532241555783,0.2390998593530239
0.2153325817361894,0.6057529610829103
0.12806539509536785,0.2224824355971897
0.33276450511945393,0.07981755986316989
0.3794162826420891,0.36018518518518516
0.336996336996337,0.3358024691358025
0.29442970822281167,0.28815628815628813
0.16988416988416988,0.344578313253012
0.6835443037974683,0.5901639344262295
0.22781065088757396,0.25761772853185594
0.3345238095238095,0.27308707124010556
0.35697399527186763,0.24361158432708688
0.5691868758915835,0.275811209439528
0.5283757338551859,0.40755873340143
0.38800904977375567,0.4557109557109557
0.37583892617449666,0.2893553223388306
0.11548556430446194,0.375
0.4311594202898551,0.2559055118110236
0.4565727699530516,0.32106038291605304
0.38063063063063063,0.41278439869989164
0.4232488822652757,0.31486880466472306
0.3014705882352941,0.2689243027888446
0.41379310344827586,0.2969151670951157
0.15137180700094607,0.3949843260188088
0.2609673790776153,0.39035769828926903
0.3469573115349682,0.3662258392675483
0.3943089430894309,0.7744874715261959
0.4913112164296998,0.31843575418994413
0.2557856272838002,0.1950354609929078
0.574468085106383,0.7011494252873564
0.31488801054018445,0.32695984703632885
0.2654260528893242,0.47401247401247404
0.1475826972010178,0.1515601783060921
0.24093023255813953,0.3457286432160804
0.22926829268292684,0.13643926788685523
0.31727574750830567,0.29310344827586204
0.4090019569471624,0.10401188707280833
0.4943109987357775,0.4134396355353075
0.26134969325153373,0.2
0.2607594936708861,0.10242085661080075
0.7692307692307693,0.8315789473684211
0.263215859030837,0.39514348785871967
0.4649390243902439,0.4603658536585366
0.06666666666666667,0.4
0.5101088646967341,0.3170498084291188
0.27445887445887446,0.12531328320802004
0.33559322033898303,0.6040688575899843
0.40846824408468246,0.4968814968814969
0.7658536585365854,0.6935483870967742
0.2585499316005472,0.15864022662889518
0.0984375,0.35278514588859416
0.46129541864139023,0.6256281407035176
0.20457604306864063,0.1657559198542805
0.44862155388471175,0.14465408805031446
0.28678839957035446,0.16701461377870563
