n_bbox_width,n_bbox_height,AnchorBox#,width_mul,height_mul
0.2214765100671141,0.13617021276595745,6,0.03784229055136665,0.02742519644090164
0.38671875,0.5789473684210527,5,0.1543433357342698,0.3378787575524045
0.4466257668711656,0.2450657894736842,2,0.1654615060892829,0.039889223623762696
0.35697399527186763,0.24361158432708688,4,0.12615364232741902,0.08580061790909806
0.27373612823674476,0.30697674418604654,1,0.15705415785703297,0.09083941462194116
0.08088235294117647,0.32429906542056075,4,0.02858360429243673,0.11421895341014492
0.23711340206185566,0.4451219512195122,3,0.04094324785058958,0.1920030376159417
0.575107296137339,0.19710669077757687,1,0.3299637232910954,0.05832707769371448
0.3865414710485133,0.16639741518578352,2,0.14320206918134057,0.027084415654330056
0.3711340206185567,0.32669322709163345,2,0.137494069011543,0.05317567670221966
0.5217391304347826,0.49429657794676807,1,0.29934411756064333,0.14627040204420183
0.8668555240793201,0.07032181168057211,2,0.3211440790368759,0.011446242569306826
0.07196969696969698,0.4095238095238095,3,0.012427273680605502,0.17664780447066156
0.3324175824175824,0.20122699386503068,6,0.05679808993927649,0.040527878482835476
0.37589376915219613,0.6781376518218624,5,0.15002297719641863,0.3957670761540402
0.3966597077244259,0.11764705882352941,5,0.15831087176809605,0.06865985447588968
0.27398444252376836,0.3409893992932862,4,0.09682535933492042,0.12009733133435008
0.11901081916537867,0.22310756972111553,6,0.020334625989219687,0.044934709308051
0.32669789227166274,0.39979013641133265,4,0.11545414959252918,0.1408071000925752
0.38264738598442716,0.45125348189415043,5,0.15271841347965456,0.26335548638802253
0.3308519437551696,0.38689866939611056,4,0.1169221801269688,0.13626669271122627
0.2975970425138632,0.347906976744186,4,0.10516998816790364,0.12253371965866038
0.603125,0.34993924665856624,4,0.21314274018973844,0.12324949027726025
0.2554945054945055,0.1276127612761276,2,0.09465308276504344,0.020771458891596605
0.6672354948805461,0.31133113311331134,1,0.3828216224719661,0.09212794917278411
0.12480252764612954,0.07027818448023426,6,0.021324218587780015,0.014154292453027567
0.315004659832246,0.18421052631578946,2,0.11669981740220692,0.029983845945378673
0.18514851485148515,0.44221105527638194,3,0.03197027863804754,0.19074742471764788
0.3158620689655172,0.36254107338444685,4,0.11162479900735416,0.1276878856140444
0.21691176470588236,0.12205270457697642,6,0.0370623413811346,0.02458187683763202
0.47116564417177914,0.09370199692780339,2,0.1745527976326501,0.015251822449284127
0.23395853899308983,0.2745314222712238,6,0.039975015891603405,0.0552916679210088
0.20874751491053678,0.3798358733880422,3,0.03604520523452804,0.1638419342973338
0.4684931506849315,0.3020304568527919,1,0.26879461515205716,0.08937572769967561
0.7450980392156863,0.2589792060491493,1,0.42749470383660504,0.07663616193186906
0.6624472573839663,0.25718608169440244,1,0.3800744052431375,0.07610554725237129
0.40821566110397944,0.12480499219968799,2,0.15123170919733475,0.020314439864932286
0.24010554089709762,0.11366711772665765,6,0.04102531523034943,0.022892987895103113
0.3993933265925177,0.1757754800590842,5,0.15940188650355283,0.10258411049093413
0.1859582542694497,0.1875,6,0.03177351081772501,0.03776320994303839
0.42455242966751916,0.3694390715667311,4,0.15003567786701966,0.13011737807028642
0.5314207650273224,0.42016806722689076,3,0.09176238840260731,0.18123919747331899
0.3932135728542914,0.6066666666666667,5,0.15693548474264996,0.3540559829140045
0.09844559585492228,0.16572077185017026,2,0.036471152732912175,0.02697427879114008
